,ASIN,Brand,Category,SalesRank,US_BrandURL,JP_BrandURL,AliBrandURL,GoglBrandURL
86,B009PCI2JU,GE,"Appliances,Parts & Accessories,Refrigerator Parts & Accessories,Water Filters",3,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AGE,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AGE,https://www.aliexpress.com/af/GE.html,https://www.google.com/search?q=GE
104,B07GJBBGHG,COSORI,"Home & Kitchen,Kitchen & Dining,Small Appliances,Fryers,Air Fryers",11,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ACOSORI,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ACOSORI,https://www.aliexpress.com/af/COSORI.html,https://www.google.com/search?q=COSORI
88,B00VBP8QPO,EveryDrop Whirlpool,"Appliances,Parts & Accessories,Refrigerator Parts & Accessories,Water Filters",11,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AEveryDrop+Whirlpool,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AEveryDrop+Whirlpool,https://www.aliexpress.com/af/EveryDrop+Whirlpool.html,https://www.google.com/search?q=EveryDrop+Whirlpool
99,B002JAKRAM,FRIGIDAIRE,"Appliances,Parts & Accessories,Refrigerator Parts & Accessories,Water Filters",24,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AFRIGIDAIRE,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AFRIGIDAIRE,https://www.aliexpress.com/af/FRIGIDAIRE.html,https://www.google.com/search?q=FRIGIDAIRE
95,B07S2RBCT5,AstroAI,"Home & Kitchen,Kitchen & Dining,Small Appliances,Compact Refrigerators",25,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AAstroAI,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AAstroAI,https://www.aliexpress.com/af/AstroAI.html,https://www.google.com/search?q=AstroAI
46,B08NRPKPNC,KoolerThings,"Appliances,Refrigerators, Freezers & Ice Makers,Ice Makers",25,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AKoolerThings,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AKoolerThings,https://www.aliexpress.com/af/KoolerThings.html,https://www.google.com/search?q=KoolerThings
93,B003N1ZSYG,SAMSUNG,"Appliances,Parts & Accessories,Refrigerator Parts & Accessories,Water Filters",34,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ASAMSUNG,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ASAMSUNG,https://www.aliexpress.com/af/SAMSUNG.html,https://www.google.com/search?q=SAMSUNG
167,B079C4B83B,Cuisinart,"Home & Kitchen,Kitchen & Dining,Small Appliances,Ovens & Toasters,Toasters",82,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ACuisinart,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ACuisinart,https://www.aliexpress.com/af/Cuisinart.html,https://www.google.com/search?q=Cuisinart
133,B07HG9Y3VL,BLACK+DECKER,"Home & Kitchen,Kitchen & Dining,Small Appliances,Microwave Ovens,Countertop Microwave Ovens",226,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ABLACK+DECKER,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ABLACK+DECKER,https://www.aliexpress.com/af/BLACK+DECKER.html,https://www.google.com/search?q=BLACK+DECKER
444,B0922KRVB2,Autlaycil,"Appliances,Refrigerators, Freezers & Ice Makers,Ice Makers",582,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AAutlaycil,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AAutlaycil,https://www.aliexpress.com/af/Autlaycil.html,https://www.google.com/search?q=Autlaycil
41516,B08TRH1LH4,Igloo,"Appliances,Refrigerators, Freezers & Ice Makers,Ice Makers",683,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AIgloo,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AIgloo,https://www.aliexpress.com/af/Igloo.html,https://www.google.com/search?q=Igloo
449,B08DY7ZY1G,Leisurelife,"Appliances,Refrigerators, Freezers & Ice Makers,Ice Makers",1011,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ALeisurelife,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ALeisurelife,https://www.aliexpress.com/af/Leisurelife.html,https://www.google.com/search?q=Leisurelife
39,B0777XZBMZ,Instant Pot,"Home & Kitchen,Kitchen & Dining,Small Appliances,Slow Cookers",1287,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AInstant+Pot,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AInstant+Pot,https://www.aliexpress.com/af/Instant+Pot.html,https://www.google.com/search?q=Instant+Pot
128,B071JB7YT4,Toshiba,"Home & Kitchen,Kitchen & Dining,Small Appliances,Ovens & Toasters,Convection Ovens",1507,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AToshiba,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AToshiba,https://www.aliexpress.com/af/Toshiba.html,https://www.google.com/search?q=Toshiba
123,B089NKT312,NuWave,"Home & Kitchen,Kitchen & Dining,Small Appliances,Fryers,Deep Fryers",2002,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ANuWave,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ANuWave,https://www.aliexpress.com/af/NuWave.html,https://www.google.com/search?q=NuWave
172,B01IB17RLE,Farberware,"Home & Kitchen,Kitchen & Dining,Small Appliances,Microwave Ovens,Countertop Microwave Ovens",2799,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AFarberware,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AFarberware,https://www.aliexpress.com/af/Farberware.html,https://www.google.com/search?q=Farberware
175,B0833NB31H,AMZCHEF,"Home & Kitchen,Kitchen & Dining,Small Appliances,Juicers,Masticating Juicers",3158,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AAMZCHEF,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AAMZCHEF,https://www.aliexpress.com/af/AMZCHEF.html,https://www.google.com/search?q=AMZCHEF
29,B000MDHH06,Breville,"Home & Kitchen,Kitchen & Dining,Small Appliances,Juicers,Centrifugal Juicers",3202,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ABreville,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ABreville,https://www.aliexpress.com/af/Breville.html,https://www.google.com/search?q=Breville
129,B08GBZFZDM,Rozmoz,"Home & Kitchen,Kitchen & Dining,Small Appliances,Fryers,Air Fryers",3600,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ARozmoz,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ARozmoz,https://www.aliexpress.com/af/Rozmoz.html,https://www.google.com/search?q=Rozmoz
36,B07S65293D,Ninja,"Home & Kitchen,Kitchen & Dining,Small Appliances,Blenders,Countertop Blenders",4138,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ANinja,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ANinja,https://www.aliexpress.com/af/Ninja.html,https://www.google.com/search?q=Ninja
28,B007TIE0GQ,NutriBullet,"Home & Kitchen,Kitchen & Dining,Small Appliances,Blenders,Countertop Blenders",4534,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ANutriBullet,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ANutriBullet,https://www.aliexpress.com/af/NutriBullet.html,https://www.google.com/search?q=NutriBullet
171,B07PPD1H64,Ultrean,"Home & Kitchen,Kitchen & Dining,Small Appliances,Fryers,Air Fryers",4685,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AUltrean,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AUltrean,https://www.aliexpress.com/af/Ultrean.html,https://www.google.com/search?q=Ultrean
162,B07T3FYDBY,VINCI,"Home & Kitchen,Kitchen & Dining,Small Appliances,Juicers,Citrus Juicers",4875,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AVINCI,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AVINCI,https://www.aliexpress.com/af/VINCI.html,https://www.google.com/search?q=VINCI
165,B07YWPK8TS,KOIOS,"Home & Kitchen,Kitchen & Dining,Small Appliances,Juicers,Centrifugal Juicers",6439,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AKOIOS,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AKOIOS,https://www.aliexpress.com/af/KOIOS.html,https://www.google.com/search?q=KOIOS
174,B07GNVJM51,DASH,"Home & Kitchen,Kitchen & Dining,Small Appliances,Fryers,Air Fryers",6463,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ADASH,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ADASH,https://www.aliexpress.com/af/DASH.html,https://www.google.com/search?q=DASH
43,B07C9CFNKG,Power,"Home & Kitchen,Kitchen & Dining,Small Appliances,Contact Grills",6515,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3APower,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3APower,https://www.aliexpress.com/af/Power.html,https://www.google.com/search?q=Power
462,B0176ZBYOW,Crock-Pot,"Home & Kitchen,Kitchen & Dining,Small Appliances,Slow Cookers",13127,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ACrock-Pot,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ACrock-Pot,https://www.aliexpress.com/af/Crock-Pot.html,https://www.google.com/search?q=Crock-Pot
468,B082MWYHBD,Nostalgia,"Home & Kitchen,Kitchen & Dining,Small Appliances,Specialty Appliances,Popcorn Poppers",14303,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ANostalgia,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ANostalgia,https://www.aliexpress.com/af/Nostalgia.html,https://www.google.com/search?q=Nostalgia
441,B08HMV8H15,Mini Angel,"Home & Kitchen,Kitchen & Dining,Small Appliances,Mixers,Stand Mixers",17146,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AMini+Angel,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AMini+Angel,https://www.aliexpress.com/af/Mini+Angel.html,https://www.google.com/search?q=Mini+Angel
469,B017KSBYHC,Ivation,"Home & Kitchen,Kitchen & Dining,Small Appliances,Specialty Appliances,Dehydrators",21559,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AIvation,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AIvation,https://www.aliexpress.com/af/Ivation.html,https://www.google.com/search?q=Ivation
453,B081GWGTXR,4YANG,"Home & Kitchen,Kitchen & Dining,Small Appliances,Contact Grills",43309,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3A4YANG,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3A4YANG,https://www.aliexpress.com/af/4YANG.html,https://www.google.com/search?q=4YANG
490,B08D3NN6MR,S SIVERY,"Home & Kitchen,Kitchen & Dining,Small Appliances,Juicers,Masticating Juicers",51727,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AS+SIVERY,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AS+SIVERY,https://www.aliexpress.com/af/S+SIVERY.html,https://www.google.com/search?q=S+SIVERY
41527,B08NDX1XLP,ZWILLING,"Home & Kitchen,Kitchen & Dining,Small Appliances,Ovens & Toasters,Toasters",57605,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AZWILLING,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AZWILLING,https://www.aliexpress.com/af/ZWILLING.html,https://www.google.com/search?q=ZWILLING
41423,B077VNHBK1,LUCKUP,"Appliances,Parts & Accessories,Refrigerator Parts & Accessories",63151,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ALUCKUP,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ALUCKUP,https://www.aliexpress.com/af/LUCKUP.html,https://www.google.com/search?q=LUCKUP
433,B088WLBNBZ,MOOSOO M,"Home & Kitchen,Kitchen & Dining,Small Appliances,Fryers,Air Fryers",82330,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AMOOSOO+M,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AMOOSOO+M,https://www.aliexpress.com/af/MOOSOO+M.html,https://www.google.com/search?q=MOOSOO+M
489,B08SRSS5P2,Hamilton Beach,"Home & Kitchen,Kitchen & Dining,Small Appliances,Slow Cookers",84332,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AHamilton+Beach,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AHamilton+Beach,https://www.aliexpress.com/af/Hamilton+Beach.html,https://www.google.com/search?q=Hamilton+Beach
452,B07D7MRS8V,Elite Gourmet,"Home & Kitchen,Kitchen & Dining,Small Appliances,Specialty Appliances,Dehydrators",91682,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AElite+Gourmet,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AElite+Gourmet,https://www.aliexpress.com/af/Elite+Gourmet.html,https://www.google.com/search?q=Elite+Gourmet
466,B08L3JZ4VT,Sincalong,"Home & Kitchen,Kitchen & Dining,Small Appliances,Mixers,Stand Mixers",98634,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ASincalong,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ASincalong,https://www.aliexpress.com/af/Sincalong.html,https://www.google.com/search?q=Sincalong
436,B082F4HCVG,Lifetime Appliance Parts,"Appliances,Parts & Accessories,Dryer Parts & Accessories,Replacement Parts",101711,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ALifetime+Appliance+Parts,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ALifetime+Appliance+Parts,https://www.aliexpress.com/af/Lifetime+Appliance+Parts.html,https://www.google.com/search?q=Lifetime+Appliance+Parts
481,B0874YS6KS,Amazon Renewed,"Home & Kitchen,Kitchen & Dining,Small Appliances,Microwave Ovens,Countertop Microwave Ovens",104434,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AAmazon+Renewed,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AAmazon+Renewed,https://www.aliexpress.com/af/Amazon+Renewed.html,https://www.google.com/search?q=Amazon+Renewed
458,B07VR2V5W4,Tiger Corporation,"Home & Kitchen,Kitchen & Dining,Small Appliances,Rice Cookers",104960,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ATiger+Corporation,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ATiger+Corporation,https://www.aliexpress.com/af/Tiger+Corporation.html,https://www.google.com/search?q=Tiger+Corporation
461,B08WCT4T66,Rae Dunn,"Home & Kitchen,Kitchen & Dining,Small Appliances,Ovens & Toasters,Toasters",105061,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ARae+Dunn,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ARae+Dunn,https://www.aliexpress.com/af/Rae+Dunn.html,https://www.google.com/search?q=Rae+Dunn
454,B07WW2KRKN,Uncanny Brands,"Home & Kitchen,Kitchen & Dining,Small Appliances,Specialty Appliances,Popcorn Poppers",109843,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AUncanny+Brands,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AUncanny+Brands,https://www.aliexpress.com/af/Uncanny+Brands.html,https://www.google.com/search?q=Uncanny+Brands
63,B07PCSGZBS,Wholesale Sensors,"Appliances,Parts & Accessories,Refrigerator Parts & Accessories",110630,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AWholesale+Sensors,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AWholesale+Sensors,https://www.aliexpress.com/af/Wholesale+Sensors.html,https://www.google.com/search?q=Wholesale+Sensors
41506,B004H38ZVW,Mr. Scrappy,"Appliances,Parts & Accessories,Food Waste Disposer Parts & Accessories",129219,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AMr.+Scrappy,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AMr.+Scrappy,https://www.aliexpress.com/af/Mr.+Scrappy.html,https://www.google.com/search?q=Mr.+Scrappy
491,B08KFG49B3,Oster,"Home & Kitchen,Kitchen & Dining,Small Appliances,Bread Machines",129816,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AOster,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AOster,https://www.aliexpress.com/af/Oster.html,https://www.google.com/search?q=Oster
41422,B07QQZLS4N,Refresh,"Appliances,Parts & Accessories,Refrigerator Parts & Accessories,Water Filters",129938,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ARefresh,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ARefresh,https://www.aliexpress.com/af/Refresh.html,https://www.google.com/search?q=Refresh
473,B08VF8G436,Deco Chef,"Home & Kitchen,Kitchen & Dining,Small Appliances,Slow Cookers",131984,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ADeco+Chef,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ADeco+Chef,https://www.aliexpress.com/af/Deco+Chef.html,https://www.google.com/search?q=Deco+Chef
41520,B085Q4B9W2,VBENLEM,"Home & Kitchen,Kitchen & Dining,Small Appliances,Electric Cake Pop & Mini Cake Makers,Mini Donut Makers",136060,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AVBENLEM,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AVBENLEM,https://www.aliexpress.com/af/VBENLEM.html,https://www.google.com/search?q=VBENLEM
41467,B08GLGMHRB,BlueStars,"Appliances,Parts & Accessories,Washer Parts & Accessories",136788,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ABlueStars,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ABlueStars,https://www.aliexpress.com/af/BlueStars.html,https://www.google.com/search?q=BlueStars
41437,B083C5PLCJ,Supplying Demand,"Appliances,Parts & Accessories,Refrigerator Parts & Accessories,Motors",149127,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ASupplying+Demand,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ASupplying+Demand,https://www.aliexpress.com/af/Supplying+Demand.html,https://www.google.com/search?q=Supplying+Demand
41475,B005VE8JEY,ERP,"Appliances,Parts & Accessories,Range Parts & Accessories",153886,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AERP,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AERP,https://www.aliexpress.com/af/ERP.html,https://www.google.com/search?q=ERP
456,B088RKGNRH,Wine Enthusiast,"Home & Kitchen,Kitchen & Dining,Small Appliances,Specialty Appliances,Electric Wine Bottle Openers",155616,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AWine+Enthusiast,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AWine+Enthusiast,https://www.aliexpress.com/af/Wine+Enthusiast.html,https://www.google.com/search?q=Wine+Enthusiast
443,B07NJCK461,AO Smith,"Appliances,Parts & Accessories,Refrigerator Parts & Accessories,Water Filters",163538,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AAO+Smith,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AAO+Smith,https://www.aliexpress.com/af/AO+Smith.html,https://www.google.com/search?q=AO+Smith
41521,B08GCJWL71,Mxmoonant,"Home & Kitchen,Kitchen & Dining,Small Appliances,Specialty Appliances,Vacuum Sealers",183773,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AMxmoonant,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AMxmoonant,https://www.aliexpress.com/af/Mxmoonant.html,https://www.google.com/search?q=Mxmoonant
41525,B08MJQ1Z78,TEATRO,"Home & Kitchen,Kitchen & Dining,Small Appliances,Fryers,Air Fryers",190901,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ATEATRO,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ATEATRO,https://www.aliexpress.com/af/TEATRO.html,https://www.google.com/search?q=TEATRO
41453,B07RCKGNS6,Brentwood,"Home & Kitchen,Kitchen & Dining,Small Appliances,Ice Cream Machines",194594,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ABrentwood,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ABrentwood,https://www.aliexpress.com/af/Brentwood.html,https://www.google.com/search?q=Brentwood
41446,B01EC1PREQ,BestAir,"Appliances,Parts & Accessories,Humidifier Parts & Accessories,Replacement Wicks",219241,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3ABestAir,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3ABestAir,https://www.aliexpress.com/af/BestAir.html,https://www.google.com/search?q=BestAir
41501,B086JL159D,FanCheng,"Home & Kitchen,Kitchen & Dining,Small Appliances,Electric Skillets",233906,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AFanCheng,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AFanCheng,https://www.aliexpress.com/af/FanCheng.html,https://www.google.com/search?q=FanCheng
440,B0918MP8QW,Moltres,"Home & Kitchen,Kitchen & Dining,Small Appliances,Juicers,Masticating Juicers",237202,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AMoltres,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AMoltres,https://www.aliexpress.com/af/Moltres.html,https://www.google.com/search?q=Moltres
41518,B0029VA4DG,Extech,"Appliances,Parts & Accessories,Humidifier Parts & Accessories,Accessories",239856,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AExtech,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AExtech,https://www.aliexpress.com/af/Extech.html,https://www.google.com/search?q=Extech
27772,B08NPGBJTR,ZHIHUI,"Appliances,Parts & Accessories,Dryer Parts & Accessories,Replacement Parts",254507,https://www.amazon.com/s?rh=n%3A2619525011%2Cp_89%3AZHIHUI,https://www.amazon.co.jp/s?rh=n%3A124048011%2Cp_89%3AZHIHUI,https://www.aliexpress.com/af/ZHIHUI.html,https://www.google.com/search?q=ZHIHUI
